County,Offense,Offense Description,Offense Date
El Paso,Other,DWI,8/15/2017
El Paso,Drug,POSS CONT SUB L/1G,1/17/2018
Harris,Other,TAMPERING W/RECORD,2/21/2019
Bexar,Property,THEFT U/$2500 ENH,7/17/2018
Travis,Drug,POSS CONT SUB PG1 1-4G,1/31/2017
Harris,Drug,POSS CS PG1<1G,10/1/2017
Harris,Violent,ASLT FAM/HSEHLD MEM PREV CONV,1/7/2018
Tarrant,Property,"THEFT PROP>=2,500<30K",6/26/2019
Harris,Other,FELON POSS WPN,2/22/2018
Gregg,Property,THEFT PROP<2500 W 2/M PREV CONV,11/4/2018
Johnson,Other,DWI 3RD MORE,8/3/2018
Johnson,Other,DRIVING WHILE INTOXICATED 3RD OR,8/3/2018
Denton,Drug,POSS CONT SUBS,8/7/2017
Harris,Violent,AGG ASLT-FAM MEM,12/19/2017
Lamar,Property,THEFT PROP<$2500 2/M PREV CONVS,9/23/2017
Tom Green,Other,SEX OFF DUTY TO REG LIFE/ANNUAL,8/20/2018
Harris,Property,THEFT<2500 2/MORE PREV CONV,5/5/2019
Hemphill,Other,PROH SUB/ITEM CORR FAC,6/21/2017
Dallas,Other,PROST W/PRIORS,8/5/2019
Washington,Other,DWI,1/16/2018
Harris,Other,EVADE ARREST/DET W/VEHICLE,12/1/2017
Harris,Property,THEFT<2500 2/MORE PREV CONV,4/5/2019
Nueces,Property,THEFT PROP<$2500 2/MORE PRE CONV,10/2/2018
Garza,Violent,ASLT FAM VIOL W/PREV CONV,6/3/2017
Young,Drug,"POSS CS <1G, METH",7/18/2017
Hidalgo,Other,DWI,4/30/2019
Harris,Other,EVAD ARREST DETENT PREV CONV,11/6/2018
Collin,Drug,POSS CONT SUB PG1 4-200G,7/4/2018
Harris,Other,FELON POSS WPN,1/13/2018
Ector,Drug,POSS CONT SUB PG1 1-4G,2/8/2019
Harris,Property,"CRIMINAL MISCHIEF >=2,500<30K",6/15/2018
Ector,Drug,POSS CS PG1<1G,3/16/2019
Gregg,Drug,POSS C/S PG1<1G,4/13/2018
Parker,Property,THFT PROP <$2500 W/2 MORE CONV,3/12/2019
Harris,Violent,ASLT FAM/HSEHLD MEM W/PREV CONV,2/23/2018
Bexar,Drug,POSS C/S  PG1<1G,9/13/2019
Brazos,Other,PROSTITUTION W/3RD OR MORE,1/28/2019
Titus,Property,THEFT <$2500 PRIOR CONV,1/12/2019
Dallas,Other,POSS METAL/BODY ARMOR BY FELON,4/20/2017
Harris,Property,FRAUD USE POSS ID INFO L/5 ITM,10/6/2019
Tarrant,Violent,HARASS PUB SERVANT,1/4/2019
Hidalgo,Violent,INJ CHILD/ELDERLY/DISABLED W/INT,7/28/2018
Dallas,Drug,POSS CS PG 1 >=1G<4G,1/9/2019
Ellis,Other,PROH SUB CORR FAC,3/28/2018
Harris,Other,DWI THIRD,7/14/2019
Dallas,Other,DWI 3RD OR MORE,5/20/2017
Bexar,Other,DWI,1/11/2018
Denton,Other,DWI,3/7/2017
Bowie,Drug,POSS C/S,5/31/2019
Llano,Other,PROH SUBS/ITEM IN CORR/CIV,3/1/2019
Dallas,Property,BURG VEH W/2 PREV CONV,5/13/2019
Harris,Drug,POSS CS PG1<1G COC,8/21/2019
Wichita,Drug,POSS CS METH 4-200G,11/5/2017
Dallas,Property,FRAUD USE POSS ID L/5 ITEMS,5/9/2017
Tarrant,Drug,"POSS C/S <1G, NAMELY:METH",6/24/2019
Taylor,Drug,POSS OF METH,12/28/2018
Dallas,Drug,POSS C/S; HEROIN,2/23/2017
Hidalgo,Violent,ASLT PUBLIC SERVANT,8/18/2018
Colorado,Drug,POSS CONT SUB,2/5/2017
Ector,Other,DWI 3D/M,9/17/2017
Tarrant,Property,THEFT <$2500-2/M PREV CONVS,2/17/2019
Jefferson,Property,BURG BUILDING,6/22/2018
Dallas,Violent,ASLT BODILY INJ/FV ENH,1/11/2017
Dallas,Property,UUMV,5/8/2019
Bexar,Property,"THEFT UNDER $2,500 ENH",12/7/2018
Lamar,Property,THEFT PROP L/$2500 W/PRIORS,1/6/2017
Harrison,Drug,POSS CONT SUB 4-200G,8/15/2017
Dallas,Other,FAILED TO COMPLY W/SEX REG ENH,3/8/2017
Harris,Property,THEFT<2500 2/MORE PREV CONV,8/3/2019
Tarrant,Property,THEFT $2500-2 MORE PREV CONV,2/20/2018
Harris,Other,DWI,10/8/2017
Smith,Drug,POSS C/S PG1<1G,7/23/2018
Montgomery,Other,DWI,7/28/2018
Erath,Drug,POSS SUB PG1 1-4G,8/8/2017
Montgomery,Violent,ATT UNLAWFUL RESTRAINT,4/29/2018
Galveston,Violent,HARASS PUB SERV,1/3/2018
Dallas,Violent,AGG ASSAULT W/DEADLY WEAPON,5/1/2019
Limestone,Drug,POSS CS PG1 L1G,6/30/2018
Henderson,Other,FAILURE TO COMPLY W/REG REQ,5/12/2017
Bexar,Other,DRIVING WHILE INTOXICATED 3RD OR,1/13/2018
Harris,Property,THEFT <$2500 2/M PREV CONVS,1/29/2019
Taylor,Other,TAMPER W/EVIDENCE,2/4/2018
McLennan,Violent,AGG ASLT,5/3/2017
Liberty,Other,EVADING ARREST/DET W/VEH,8/1/2019
Cherokee,Violent,CRIM NEG HOMICIDE,12/4/2017
Howard,Property,UNAUTH USE OF MOTOR VEH,3/17/2017
Bell,Drug,POSS CS L/1G,3/2/2019
Bowie,Drug,POSS C/S,3/13/2019
Harris,Drug,POSS WID MAN 4-200G,8/11/2017
Tarrant,Violent,ASLT FAM HSEHLD MEM,5/8/2018
Tarrant,Other,DWI,1/27/2019
Harris,Other,EVADING ARREST/DETN W/VEHICLE,5/14/2017
Harris,Drug,"POSS OF METH, <1G",7/6/2017
Victoria,Other,DWI,2/22/2018
Harris,Property,THEFT<2500 2/MORE PREV CONV,3/30/2019
Kleberg,Drug,POSS CONTROLLED SUBSTANCE,1/17/2019
Harris,Drug,POSS CONT SUB 4-200G,8/9/2019
Jefferson,Property,BURG HABIT,3/26/2017
Harris,Violent,POSS CHILD PORN,1/5/2017
Tarrant,Violent,AGG ASLT W/DWPN,10/19/2017
Tarrant,Violent,ATT ASLT BI-FAM MEM-ENHANCE,2/28/2019
Harrison,Drug,POSS C/S PG1<1G,9/17/2018
Ector,Other,DWI 3RD/MORE,3/19/2018
Bell,Other,DWI,10/7/2018
Hidalgo,Violent,AGG ASLT DW,5/5/2017
Smith,Other,DWI 3RD OR MORE,5/19/2018
Wilson,Other,DWI,9/13/2017
Montgomery,Property,THEFT,3/24/2019
Harris,Property,THEFT>=2500<30K,9/19/2018
Bexar,Drug,POSS CONT SUB PG1 L/1G HAB,3/29/2017
Hidalgo,Property,THEFT PROP<$2500 2/MOR PREV,9/18/2019
Bowie,Drug,POSS C/S,4/30/2019
Dallas,Property,THEFT METALS L/20K,10/7/2017
Johnson,Other,EVADE ARREST DET W/VEH,6/28/2017
Taylor,Drug,POSS METH,10/26/2018
Jefferson,Other,EVADING ARREST DET W/VEH,6/10/2017
Jefferson,Other,DRIVING WHILE INTOXICATED 3RD OR,9/21/2017
Harris,Other,EVADING ARREST/DET W/VEH,11/23/2018
Brazoria,Drug,POSS CONT SUB,5/4/2017
Travis,Drug,ATT POSS CS PG1 L1G<4G,1/31/2019
Ector,Property,BURG HABIT,4/15/2018
Bowie,Other,DRIVING WHILE INTOXICATED 3RD OR,6/17/2017
Grayson,Property,THEFT PROP $2500 2/M PREV CONV,7/29/2018
McLennan,Other,DWI,3/8/2017
Wichita,Other,DWI,11/27/2018
Bexar,Drug,POSS CS PG 1 LESS THAN 1 GRAM,11/15/2018
Atascosa,Other,POSS OF PROHIBITED WEAPON,3/20/2018
Walker,Violent,INJ CHILD/ELDERLY/DISABLED W/INT,4/10/2018
Hidalgo,Violent,ASLT FAM/HSE MEM IMP BRTH/CIR,5/1/2018
Montgomery,Property,THEFT,9/8/2019
Harris,Property,BURG VEH W/2 OR MORE CONV,8/9/2018
Tom Green,Violent,ASLT PEACE OFFICER,5/29/2018
El Paso,Other,DWI 3RD OR MORE,8/24/2017
Montgomery,Drug,POSS CONT SUBS,10/29/2019
Harris,Violent,TERRORISTIC THREAT,4/25/2019
Harris,Property,THEFT L/$2500 2/MORE PREV CONV,2/21/2018
Brazoria,Property,THEFT W/2 OR MORE PREV CONVS,5/28/2018
Palo Pinto,Drug,"POSS CS PG1 L1G, METH",2/4/2017
Hood,Drug,"POSS CS <1G, METH",11/2/2018
Kleberg,Drug,POSS CS PG 1<1G,4/2/2019
Harris,Property,THEFT<2500 2/MORE PREV CONV,10/18/2018
Hunt,Property,THEFT PROP<2500-2 MORE PREV CONV,10/3/2018
Ector,Other,DWI,1/27/2018
Dallas,Property,THEFT $2500,7/25/2018
Harris,Other,SEX OFFENDER DUTY REG LIFE ANN,12/31/2018
Bowie,Drug,POSS C/S,8/2/2018
Midland,Other,PROH SUB ITEM CORR FACILITY,5/17/2018
Anderson,Drug,POSS CS PG1<1G,8/9/2018
El Paso,Property,BURG BLDG,1/4/2019
Brazoria,Other,DWI 3RD OR MORE,6/2/2018
Gonzales,Other,EVADING ARREST DET W/VEH,11/15/2018
Dallas,Property,BURG VEH W/2 OR MORE PREV CONV,12/21/2018
Tarrant,Drug,POSS CS L/1G METH,6/27/2018
Tarrant,Other,FAIL COMPLY SEX OFFENDER REG REQ,2/19/2018
Hopkins,Drug,POSS CS PG 1 <1G,4/27/2018
Navarro,Other,EVAD ARR DET W/PREV CONV,8/10/2018
Collin,Drug,MAN DEL CONT SUB PG1 4-200G,4/28/2018
Tarrant,Property,THEFT<2500-2 MORE PREV CONV,2/5/2019
Bell,Other,DWI-3RD OR MORE,12/26/2017
Tarrant,Other,DWI,10/22/2017
Rockwall,Property,CREDIT/DEBIT CARD ABUSE,4/6/2019
Tarrant,Property,THEFT PROP 2500-30K,11/28/2017
San Jacinto,Drug,PCS,4/26/2018
Bowie,Property,THEFT MATERIAL,8/15/2018
McLennan,Property,FORGERY,1/14/2018
Harris,Other,EVADE ARREST DET VEH,11/2/2017
Bexar,Drug,POSS CONT SUB PG1 4-200G,9/30/2017
Brazos,Drug,POSS CS PG1 L/1G,7/25/2018
Dallas,Property,THEFT PROP<2500 WITH PREV CONV,3/19/2019
Rusk,Drug,POSS C/S PG1<1G,12/15/2017
Hidalgo,Other,DWI,12/2/2018
Parker,Drug,POSS CONT SUB METH L/1G,8/23/2018
Potter,Other,EVAD ARREST/DET W/PREV CONV,3/8/2019
McCulloch,Drug,POSS CS PG1 L/1G,7/10/2018
Galveston,Property,"THEFT PROP <$2,500 2/M PREV",3/5/2019
Tarrant,Property,THEFT<2500-2 MORE PREV CONV,7/21/2018
Lubbock,Property,BURG BUILDING,2/15/2017
Harris,Drug,POSS CS PG1<1G COC,2/7/2019
Dallas,Drug,POSS CONT SUB COCAINE 1G,7/25/2018
Navarro,Other,TAMP/FAB PHYS EVID W/INT IMPAIR,5/4/2019
Tarrant,Property,THEFT<2500-2 MORE PREV CONV,9/28/2019
Tarrant,Drug,POSS C/S<1G; HEROIN,12/18/2018
Smith,Other,EVADE ARREST DET W/VEH,10/11/2017
Angelina,Other,DWI,3/13/2019
Dallas,Violent,ASLT CAUSE BI/FAM VIOL ENH,8/16/2018
Fort Bend,Violent,AGG ASLT W/DWPN,8/30/2018
Tarrant,Property,BURG VEH W/ PREV 2 OR MORE CONV,11/15/2018
Bell,Property,THEFT PROP $1500 W/PREV CONV,7/6/2019
Tarrant,Property,THEFT<2500-2 MORE PREV CONV,10/2/2019
Smith,Other,DWI 3RD/MORE,5/12/2017
Collin,Property,THEFT PROP<2500-2/MORE PREV CONV,9/27/2019
Travis,Drug,ATT MAN DEL CS PG1 4-200G METH,7/6/2018
Smith,Violent,AGG ASLT SBI,9/25/2017
Harris,Drug,POSS WID CONT SUB PG1 1-4G,3/7/2018
Angelina,Other,DWI 2/PRIOR CONV,2/4/2018
Bexar,Other,EVADING ARREST/DETN W/VE REPEAT,10/25/2017
Harrison,Violent,ASLT FV,9/27/2017
Bexar,Other,TAMP EVID/INT IMPAIR,5/12/2019
Deaf Smith,Property,"THEFT U/2,500 W/2 PRIOR CONV",5/22/2018
Van Zandt,Property,THEFT PROP>=2500<30K,3/7/2018
Collin,Other,DWI,3/27/2018
Bexar,Violent,ASLT-FAM-2ND OFFENSE,9/8/2017
Bowie,Other,EVADING ARREST W/VEH PRIOR CONV,3/19/2019
Harris,Violent,AGG ASLT DW,5/6/2017
Travis,Drug,POSS CS PG1 L/1G:HEROIN,5/6/2019
Erath,Drug,POSS CS PG1 <1G,8/22/2017
McCulloch,Drug,POSS CS PG1 L/1G,9/20/2018
Bexar,Property,THEFT UNDER $2500 ENH,4/4/2019
Tarrant,Property,THEFT FROM PERSON,2/26/2019
Brazoria,Drug,POSS CONT SUB,3/14/2019
Tarrant,Drug,POSS C/S<1G; METH,5/8/2019
Grayson,Drug,POSS C/S PG1<1G,9/2/2017
Aransas,Drug,POSS CONT SUBS PG1 1-4G,6/17/2018
Harris,Other,DWI,5/19/2018
Wise,Property,UUV,3/21/2019
Navarro,Property,BURG HABIT,2/2/2019
Tarrant,Drug,POSS WID CS 4-200G HEROIN,2/8/2017
Tarrant,Drug,POSS CS 4-200G METH,8/15/2017
Ector,Property,THEFT PROP<$2500 2/MORE PREV CON,8/21/2018
Ector,Property,THEFT PROP <2500 2/MORE PREV CON,8/18/2018
Gregg,Drug,POSS CS PG1 L1G,11/24/2018
Harrison,Drug,POSS CONT SUBS PG1 4-200G,8/15/2017
Angelina,Property,FORG,9/25/2018
Bowie,Other,DWI 3RD/MORE,9/23/2018
Harris,Other,FELON POSS WPN,2/28/2017
Jefferson,Property,BURG BLDG,1/13/2017
Ellis,Other,FAIL REG-SEX OFF LIFE,6/6/2017
Harris,Property,UNAUTH USE OF VEH,4/8/2018
Tarrant,Drug,POSS C/S: COCAINE,12/26/2018
Galveston,Property,THEFT PROP <$2500 2/M PREV CONVS,5/28/2019
Jefferson,Property,THEFT,10/18/2018
Galveston,Property,THEFT PROP<2500 2/MORE PREV CONV,3/21/2019
Harris,Other,DWI THIRD,12/10/2017
Dallas,Drug,MAN DEL POSS WITD COCAINE 4G,6/27/2017
El Paso,Other,DWI W/CHILD U/15 YOA,9/5/2018
Harris,Property,BURG BLDG,9/26/2019
Taylor,Property,THEFT ENH,6/15/2019
Navarro,Drug,POSS CONT SUB PG1 4-200G WID,5/22/2018
Denton,Other,DWI,12/28/2017
Brazoria,Property,THEFT W/2 OR MORE PREV CONVS,5/20/2018
Waller,Other,DWI,6/24/2018
Harris,Drug,DEL COCAINE 1-4G,2/27/2019
Williamson,Property,THEFT PROP L/$2500 2/M PREV CONV,5/1/2019
Harris,Other,DWI-3RD,12/2/2017
Harris,Drug,POSS CS PG1<1G,8/16/2019
Gray,Property,BURG HABIT,5/8/2019
Lubbock,Property,UNAUTH USE VEH,8/24/2019
Cooke,Drug,POSS CS PG1 <1G,2/13/2019
Tarrant,Drug,POSS C/S<1G; COCAINE,3/30/2019
Smith,Property,THEFT PROP L/2500 2/M PREV CONV,3/30/2018
Collin,Property,FLS STMT PRP/CRED>=2500<30K,7/21/2018
Bexar,Property,"THEFT UNDER 2,500 ENH",10/30/2018
Henderson,Property,THEFT PROP L/$2500 W/PRIORS,2/19/2018
Hidalgo,Other,DWI,7/18/2017
Jefferson,Drug,POSS CS,1/14/2018
Bexar,Property,FRAUD USE/POSS ID INFO<5 ITEMS,2/2/2018
Dallas,Property,THEFT PROP L/2500,8/4/2017
Hopkins,Other,DWI,4/26/2018
Harris,Other,DWI,7/28/2017
Tarrant,Other,FAIL COMPLY W/SEX OFFENDER REG,11/7/2018
Gregg,Property,THEFT PROP<$2500 W2/M PREV CONVS,3/18/2017
Falls,Other,DWI,7/20/2018
Dallas,Property,UNAUTH USE OF MTR VEH,2/24/2017
Calhoun,Other,BAIL JUMPING,2/16/2017
Gonzales,Other,DWI 3RD/MORE,4/29/2017
Harris,Drug,POSS METH 1-4G,2/3/2018
Tom Green,Other,DRIVING WHILE INTOXICATED 3RD OR,5/31/2017
Dallas,Property,THEFT 2500 W/2 PREV CONV,4/4/2019
Galveston,Drug,POSS CONT SUBS 1-4G,5/19/2018
Orange,Drug,FEL POSS CS,12/9/2017
Tarrant,Property,THEFT MAT ALUM/BRNZ/COP/BRAS<20K,1/1/2019
Travis,Drug,POSS CS PG1 L/1G:COCAINE,8/10/2019
Harris,Property,THEFT<2500 2/MORE PREV CONV,7/18/2019
Gregg,Other,POSS PROH WPN,1/26/2018
Tarrant,Drug,DEL CONT SUB L/1G COCAINE,4/30/2019
Tarrant,Property,THEFT <$2500 2 MORE PREV CONVS,1/16/2019
Tarrant,Other,TAMP W/OIL GAS RIGS LIMIT CO/OPE,12/11/2018
Grayson,Drug,POSS C/S PG1<1G; METH,3/13/2018
Harris,Property,THEFT<2500 2/MORE PREV CONV,6/18/2019
Tarrant,Property,BURG BUILDING,12/9/2017
Ector,Other,EVADING ARREST DET W/VEH,8/22/2017
Midland,Drug,POSS CONT SUB,3/29/2019
Galveston,Drug,POSS CS PG1 4G 200G,7/20/2019
Bexar,Drug,POCS PG 1<1G,11/8/2018
Tarrant,Violent,ROBBERY BY THREATS,8/6/2017
Harris,Drug,POSS CONT SUB 4-200G,12/11/2017
Tarrant,Violent,POSS W/I TO PROMOTE CHILD PORN,4/20/2017
Harris,Property,THEFT>=2500<30K,11/5/2019
Bexar,Property,"THEFT PROP <$2,500  2/MORE PREV",5/23/2019
Tarrant,Drug,POSS CS 1-4G METH,5/20/2017
Gregg,Other,EVADING ARR/DET W/PREV CONV,12/28/2018
Colorado,Drug,POSS CONT SUBS PG1 4-200G,3/31/2017
Tarrant,Property,BURG OF A BLDG,11/26/2017
Harris,Drug,POSS COCAINE 1-4G,3/26/2017
Brazos,Other,TAMP W/GOV RECORD DEF/HARM,2/24/2018
Gregg,Drug,POSS C/S PG1<1G,10/8/2017
Walker,Violent,ROBBERY,1/12/2017
Gonzales,Other,DWI,2/2/2018
Montgomery,Property,THEFT,1/5/2019
McLennan,Other,EVADE ARREST/DET W/VEH,1/23/2018
Hidalgo,Violent,INJ CHILD/ELD/DIS W/INT B/I,6/22/2017
Washington,Other,EVADING ARREST DET W/VEH,1/11/2018
Harris,Property,"THEFT <$2,500 2/MORE PREV CONVS",5/29/2018
Wichita,Drug,POSS CS METH 4-200G,3/4/2018
Denton,Drug,POSS CONT SUBS,10/17/2018
Taylor,Drug,POSS METH,10/8/2017
Tarrant,Other,PROH SUBS/ITEM CORR FACILITY,5/17/2017
Orange,Other,TAMP W/EVID,1/18/2018
Collin,Property,THEFT PROP L/$2500 W/PRIORS,7/31/2019
Victoria,Drug,UNLAW POSS CS PG1<1G,9/9/2019
Smith,Property,"THEFT PROP $2,500 2/MORE PREV",6/16/2019
Ellis,Drug,POSS C/S,6/18/2018
Wilbarger,Drug,POSS C/S,6/30/2018
McCulloch,Drug,POSS CS PG1 L1G,11/24/2018
Tarrant,Drug,POSS CS 1-4G METH,4/6/2019
Limestone,Property,THEFT PROP<2500 2/M PREV CONV,10/27/2017
Harris,Other,EVAD ARREST/DETEN W/PREV CONV,9/11/2019
Kaufman,Other,DWI 3RD OR MORE,2/27/2018
Ector,Violent,HARRASSMENT OF PUBLIC SERV,10/26/2017
Smith,Drug,POSS CS PG1<1G,3/3/2018
Tarrant,Drug,POSS C/S<1G; METH,7/14/2018
Nacogdoches,Drug,POSS C/S,1/6/2019
Montgomery,Property,BURG HABIT,12/10/2018
Rockwall,Drug,POSS CS PG1 L1G,11/30/2017
Ector,Drug,POSS CS PG1<1G,6/23/2018
Bowie,Drug,POSS CONT SUBS 1-4G,2/1/2019
Tarrant,Drug,POSS CS L/1G METH,11/26/2017
Collin,Drug,POSS CS PG 1 >=1G<4G,11/15/2018
Grayson,Other,PROH SUB/ITEM CORR FACILITY-METH,8/6/2019
Dallas,Other,FAILURE TO REG SEX OFFENDER,7/2/2018
Travis,Other,DWI 3RD OR MORE,8/13/2019
Bexar,Other,DWI 3RD/MORE,4/8/2017
Tarrant,Property,THEFT PROP>=2500<30K,3/16/2017
Hays,Other,DWI SUBSEQUENT OFF,8/18/2017
McLennan,Drug,POSS C/S; METH,8/21/2019
Bexar,Other,FELON POSS FIREARM,7/9/2018
Tarrant,Drug,POSS CS 1-4G METH,12/6/2017
Collin,Drug,MAN DEL CS PG 1 >=4G<200G,10/23/2017
Tarrant,Violent,HARASS BY PERS CORR/DETENTION,12/21/2017
Gregg,Violent,ASLT FAM/HSEHLD MEM W/PREV CONV,9/10/2017
Wise,Other,DWI,9/8/2018
Dallas,Drug,MAN DEL POSS WITD CONT SUB,5/23/2017
Taylor,Other,DWI,3/8/2018
Tarrant,Drug,POSS MARIH>4 OZ<=5 LBS,9/14/2017
Tarrant,Drug,POSS C/S 1-4G METH,11/26/2018
Tarrant,Drug,POSS CONT SUB 1-4G METH,9/15/2017
Parker,Drug,POSS CS:METH L1G,6/16/2018
Harris,Violent,ASLT FAM/HSE MEM IMP BRTH/CIRC,7/8/2018
Liberty,Drug,POSS CONT SUB 1-4G WID,1/9/2017
Harris,Violent,AGG ASLT W/DWPN,6/2/2017
Tarrant,Drug,POSS C/S<1G; COCAINE,11/29/2018
Harris,Property,BURG BLDG,2/18/2018
Navarro,Drug,POSS CS PG1 L1G,4/9/2018
Brown,Drug,POSS CS,3/6/2017
Dallas,Other,EVADE ARREST DET ENH,7/2/2019
Tarrant,Property,THEFT MAT ALUM/BRNZ/COP/BRAS<20K,8/1/2018
Dallas,Violent,ROBBERY,3/7/2017
Galveston,Drug,POSS CS 1-4G,12/4/2017
Taylor,Property,BURG BLDG,4/15/2018
Montgomery,Other,DWI,4/20/2019
Tarrant,Property,THEFT <$2500 2/M PREV CONV,11/9/2019
Smith,Other,DWI,5/2/2018
Chambers,Property,THEFT PROP 2500<30K,9/19/2018
Randall,Other,EVADING ARREST/DET W/PREV CONV,10/25/2017
Johnson,Other,TAMPER W/EVIDENCE,11/5/2018
Harris,Drug,POSS CS L/1G COCAINE,6/17/2017
Harris,Property,UUV,6/21/2019
Victoria,Property,UUV,1/15/2019
Williamson,Violent,ASLT FAM/HSE MEM PREV CONV IAT,2/14/2018
Dallas,Other,FAIL REG SEX OFF,7/31/2017
Stephens,Violent,ASLT FAMILY MEMBER,5/23/2018
Polk,Other,UNLAW POSS FIREARM FELON,8/11/2017
Collin,Other,HINDER APPREHENSION PROS KN FEL,2/22/2017
Collin,Drug,POSS C/S PG1<1G,3/27/2019
Johnson,Property,FRAUD USE/POSS IDENTIFYING INFO,3/2/2018
Dallas,Property,"THEFT PROP <$2,500  2/MORE PREV",5/28/2018
Bexar,Property,"THEFT 2500-30,000",12/23/2017
Hidalgo,Drug,POSS CONT SUBS 1-4G,7/24/2018
Harris,Other,FELON POSS WPN,10/5/2017
Bell,Drug,POSS CS L/1G,3/18/2019
Williamson,Violent,ATT ASSAULT FAM VIOLENCE PREV CO,4/18/2019
Bexar,Drug,POSS CS PG 1 LESS THAN 1 GRAM,12/31/2018
McLennan,Drug,FRAUD INTENT OBTAIN CS SCH III/I,1/25/2017
Jefferson,Drug,POSS CONT SUB,6/24/2017
Jefferson,Drug,POSS CS,4/20/2018
Harris,Property,UNAUTH USE OF VEH,4/18/2018
Smith,Drug,POSS C/S PG1<1G,8/30/2018
Wichita,Other,DWI,6/18/2017
Denton,Drug,POSS CONT SUBS,8/2/2018
Dallas,Property,UNAUTH USE MTR VEH,1/24/2017
Bexar,Property,THEFT U/$2500,1/9/2017
Travis,Property,THEFT OF MAT ALUM/BRNZ/20,2/21/2018
Dallas,Property,"THEFT PROP >=$2,500<$30K",7/5/2017
Bexar,Drug,POSS CS PG 1 LESS THAN 1 GRAM,6/1/2019
Burleson,Other,DWI W/ CHILD UNDER 15 YOA,5/28/2018
Gregg,Other,UNAUTH ABSENCE COMM CORR FAC,4/8/2019
Tarrant,Violent,ASLT FAM HSEHLD MEM W/PREV CONV,10/3/2018
Harris,Drug,POSS CONT/SUBS 4-200G,3/21/2017
Archer,Other,DWI,6/28/2018
Hunt,Drug,POSS CONT SUB PG1 4-200G,6/23/2017
Galveston,Drug,"POSS CS PG1<1G,TO-WIT:METH",4/29/2018
Red River,Violent,INJ CHILD/ELDERLY/DISABLED RECKL,9/21/2017
Angelina,Violent,INJ CHILD/ELDERLY/DISABLED W/INT,4/20/2018
Montgomery,Drug,POSS CS,1/22/2019
Harris,Violent,AGG ASLT-FAM MEM,1/16/2017
Galveston,Property,THEFT OF PROP <$2500 2/M PRE CON,9/15/2018
Harris,Property,THEFT<2500 2/MORE PREV CONV,12/16/2018
Galveston,Other,DWI 3D/M,1/1/2019
Walker,Other,DRIVING WHILE INTOXICATED 3RD OR,2/9/2019
Harris,Drug,DEL MARIJ>1/4 OZ<=5 LBS,5/15/2018
Denton,Drug,POSS CONT SUB,4/25/2017
Travis,Drug,POSS C/S PG 1 <1G,7/25/2017
Dallas,Drug,POSS CS METH 1G,11/13/2017
Harris,Violent,ASLT FAM/HSEHLD MEM W/PREV CONV,3/18/2018
Waller,Other,DWI,5/31/2018
Kaufman,Other,EVADING ARREST DETN W/PREV,6/9/2017
Travis,Property,BURG OF VEHICLE W/2 CONV IAT,5/4/2019
Brazos,Drug,POSS CONT SUB PG1 L/1G,11/14/2017
Palo Pinto,Property,THEFT PROP L/$2500 W/PRIORS,8/17/2017
Anderson,Other,PROH SUB CORR FACILITY,6/9/2017
Brazos,Drug,MAN DEL CONT SUB PG1 1-4G,3/10/2017
Harris,Other,EVADING ARREST/DET W/VEH,8/26/2018
Johnson,Drug,POSS CONT SUB PG1 1-4G ENH,6/28/2018
Harris,Other,UNAUTH ABSENCE COMM CORR FAC,9/10/2019
Dallas,Drug,UNLAWFUL POSS C/S; METH,11/2/2017
Wichita,Drug,POSS CS METH 1-4G,7/17/2017
Harris,Property,THEFT<2500 2/MORE PREV CONV,7/15/2019
Tarrant,Other,ATTEMPT EVADING ARREST/VEHICLE,11/19/2018
Bell,Drug,POSS CS L/1G,4/21/2019
Harris,Property,THEFT 2500-30K,10/26/2018
Bexar,Property,FRAUD USE/POSS ID INFO<5 ITEMS,6/21/2018
Bexar,Property,THEFT UNDER $2500 ENHANCED,4/19/2019
Galveston,Other,DWI,4/7/2017
Wichita,Drug,"POSS CS <1G, METH",9/10/2018
Grayson,Drug,POSS C/S PG1 L/1G METH,6/12/2018
El Paso,Property,THEFT PROP $2500 2+ CONV,6/29/2018
Harris,Other,DWI THIRD,4/22/2018
Ector,Drug,POSS CONT SUB 1-4G,5/3/2018
Harris,Property,THEFT AGG=>2500<30K 1CW,10/1/2018
Terrell,Other,EVADING ARREST DET W/VEH,4/11/2017
Rockwall,Drug,POSS CS PG1 L1G,9/30/2017
Matagorda,Other,DWI,4/29/2017
Hidalgo,Other,DRIVING WHILE INTOXICATED 3RD OR,3/21/2018
Tarrant,Other,DWI,4/3/2019
Navarro,Other,DWI,7/30/2018
McLennan,Other,INVASIVE VISUAL RECORDING,5/23/2018
McLennan,Drug,POSS C/S; METH,11/28/2018
Bowie,Property,THEFT W/2M PREV CONVS,12/10/2018
Navarro,Property,THEFT PROP U/2500 2/M PREV CONV,6/2/2019
Hidalgo,Other,DWI,9/1/2018
Denton,Property,CREDIT CARD ABUSE,9/21/2017
Rockwall,Property,FRAUD USE/POSS ID INFO <5 ITEMS,5/21/2018
Dallas,Other,TAMP W/PHYS EVID,9/22/2018
Tarrant,Property,THEFT<2500-2/MORE PREV CONV,1/27/2019
Tarrant,Property,THEFT<2500-2 MORE PREV CONV,10/15/2019
Tarrant,Violent,ASLT FAM HSEHLD MEM,8/17/2018
El Paso,Property,THFT PROP<$2500 2/MORE PREV CONV,2/19/2018
Harris,Drug,POSS CS 1-4G COCAINE,4/18/2018
